symbol,name,exchange,asset_class,status,tradable,fractionable,shortable,marginable,easy_to_borrow
SLM,SLM Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SLN,Silence Therapeutics Plc American Depository Share,NASDAQ,us_equity,active,True,True,True,True,True
SLNO,"Soleno Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SLP,"Simulations Plus, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
SLRC,SLR Investment Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SLVO,"UBS AG ETRACS Silver Shares Covered Call ETNs due April 21, 2033",NASDAQ,us_equity,active,True,True,True,True,True
SMBC,"Southern Missouri Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SMCI,"Super Micro Computer, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SMH,VanEck Semiconductor ETF,NASDAQ,us_equity,active,True,True,True,True,True
SMMT,Summit Therapeutics Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SMPL,The Simply Good Foods Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SMTC,Semtech Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SMTI,Sanara MedTech Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SNBR,Sleep Number Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SNCY,"Sun Country Airlines Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SNDK,Sandisk Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SNDL,SNDL Inc. Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
SNDX,"Syndax Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SNEX,StoneX Group Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SNFCA,Security National Financial Corporation Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SNPS,"Synopsys, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SNSR,Global X Funds Global X Internet of Things ETF,NASDAQ,us_equity,active,True,True,True,True,True
SNY,Sanofi ADS,NASDAQ,us_equity,active,True,True,True,True,True
SOFI,"SoFi Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SOLS,Solstice Advanced Materials Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SONO,"Sonos, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SOUN,"SoundHound AI, Inc Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SOXQ,Invesco Exchange-Traded Fund Trust II Invesco PHLX Semiconductor ETF,NASDAQ,us_equity,active,True,True,True,True,True
SOXX,iShares Semiconductor ETF,NASDAQ,us_equity,active,True,True,True,True,True
SPFI,"South Plains Financial, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SPOK,"Spok Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SPRY,"ARS Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SPSC,"SPS Commerce, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SPT,"Sprout Social, Inc Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SPWH,"Sportsman's Warehouse Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SQQQ,ProShares UltraPro Short QQQ,NASDAQ,us_equity,active,True,True,True,True,True
SRAD,Sportradar Group AG Class A Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
SRCE,1st Source Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SRDX,"Surmodics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SRPT,"Sarepta Therapeutics, Inc. Common Stock (DE)",NASDAQ,us_equity,active,True,True,True,True,True
SRRK,Scholar Rock Holding Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SRTA,"Strata Critical Medical, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SSNC,"SS&C Technologies Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SSP,E.W. Scripps Company (The) Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SSRM,SSR Mining Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SSTI,"SoundThinking, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SSYS,"Stratasys, Ltd. Ordinary Shares (Israel)",NASDAQ,us_equity,active,True,True,True,True,True
STAA,STAAR Surgical Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
STBA,"S&T Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
STEP,StepStone Group Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
STGW,Stagwell Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
STHO,Star Holdings Shares of Beneficial Interest,NASDAQ,us_equity,active,True,True,True,True,True
STKL,"SunOpta, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
STKS,"The ONE Group Hospitality, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
STLD,"Steel Dynamics, Inc.",NASDAQ,us_equity,active,True,True,True,True,True
STNE,StoneCo Ltd. Class A Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
STOK,"Stoke Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
STRA,"Strategic Education, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
STRL,"Sterling Infrastructure, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),NASDAQ,us_equity,active,True,True,True,True,True
SUPN,"Supernus Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SUSB,iShares Trust iShares ESG Aware 1-5 Year USD Corporate Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
SUSL,iShares Trust iShares ESG MSCI USA Leaders ETF,NASDAQ,us_equity,active,True,True,True,True,True
SVC,Service Properties Trust Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SVRA,Savara Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SWBI,"Smith & Wesson Brands, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SWIM,"Latham Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SWKS,"Skyworks Solutions, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SYBT,"Stock Yards Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
SYM,Symbotic Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,NASDAQ,us_equity,active,True,True,True,True,True
SYRE,"Spyre Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TALK,"Talkspace, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TARS,"Tarsus Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TASK,"TaskUs, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TBBK,The Bancorp Inc Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TBCH,Turtle Beach Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TBIL,"The RBB Fund, Inc. US Treasury 3 Month Bill ETF",NASDAQ,us_equity,active,True,True,True,True,True
TBLA,Taboola.com Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
TBPH,"Theravance Biopharma, Inc. Ordinary Shares",NASDAQ,us_equity,active,True,True,True,True,True
TBRG,"TruBridge, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TCBI,"Texas Capital Bancshares, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TCBK,TriCo Bancshares Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TCMD,"Tactile Systems Technology, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TCOM,Trip.com Group Limited American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
TCPC,BlackRock TCP Capital Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TCX,Tucows Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TEAM,Atlassian Corporation Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TECH,Bio-Techne Corp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TECX,"Tectonic Therapeutic, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TEM,"Tempus AI, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TENB,"Tenable Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TER,"Teradyne, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TERN,"Terns Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TFSL,TFS Financial Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TGTX,"TG Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TH,Target Hospitality Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
THFF,First Financial Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
THRM,Gentherm Inc Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
THRY,"Thryv Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TIGO,Millicom International Cellular S.A. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
TILE,"Interface, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TIPT,Tiptree Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TITN,Titan Machinery Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TLN,Talen Energy Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TLRY,"Tilray Brands, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TLS,Telos Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TLT,iShares 20 Year Treasury Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
TMC,TMC the metals company Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TMCI,"Treace Medical Concepts, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TMDX,"TransMedics Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TMUS,"T-Mobile US, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TNDM,"Tandem Diabetes Care, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TNGX,"Tango Therapeutics, Inc.",NASDAQ,us_equity,active,True,True,True,True,True
TNYA,"Tenaya Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TOWN,TowneBank Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TPG,TPG Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TQQQ,ProShares UltraPro QQQ,NASDAQ,us_equity,active,True,True,True,True,True
TRDA,"Entrada Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TREE,"LendingTree, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TRI,Thomson Reuters Corporation Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
TRIN,Trinity Capital Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TRIP,"TripAdvisor, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TRMB,Trimble Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TRMK,Trustmark Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TRNS,"Transcat, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TROW,"T. Rowe Price Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TRS,TriMas Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TRST,TrustCo Bank Corp NY Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TRUE,"TrueCar, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TRUP,"Trupanion, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TRVI,"Trevi Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares,NASDAQ,us_equity,active,True,True,True,True,True
TSCO,Tractor Supply Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TSEM,Tower Semiconductor Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
TSLA,"Tesla, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TSLL,Direxion Shares ETF Trust Direxion Daily TSLA Bull 2X Shares,NASDAQ,us_equity,active,True,True,True,True,True
TSSI,"TSS, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTAN,"ServiceTitan, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTD,"The Trade Desk, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTEC,"TTEC Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTEK,"Tetra Tech, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTGT,"TechTarget, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTMI,"TTM Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTSH,"Tile Shop Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TTWO,"Take-Two Interactive Software, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TVTX,"Travere Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TW,Tradeweb Markets Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TWFG,"TWFG, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TWST,Twist Bioscience Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TXG,"10x Genomics, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TXN,Texas Instruments Incorporated Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
TXRH,"Texas Roadhouse, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
TYRA,"Tyra Biosciences, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UAL,"United Airlines Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UBSI,"United Bankshares, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UCTT,"Ultra Clean Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UDMY,"Udemy, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UEIC,Universal Electronics Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
UFCS,"United Fire Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UFPI,"UFP Industries, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UFPT,"UFP Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
ULCC,"Frontier Group Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
ULH,"Universal Logistics Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
ULTA,"Ulta Beauty, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UMBF,UMB Financial Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
UNB,"Union Bankshares, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UNTY,"Unity Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UPBD,"Upbound Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UPST,"Upstart Holdings, Inc. Common stock",NASDAQ,us_equity,active,True,True,True,True,True
UPWK,Upwork Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
URBN,"Urban Outfitters, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
URGN,UroGen Pharma Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
URNJ,Sprott Funds Trust Sprott Junior Uranium Miners ETF,NASDAQ,us_equity,active,True,True,True,True,True
UROY,Uranium Royalty Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
USCB,"USCB Financial Holdings, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
USLM,"United States Lime & Minerals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
USOI,"UBS AG ETRACS Crude Oil Shares Covered Call ETNs due April 24, 2037",NASDAQ,us_equity,active,True,True,True,True,True
USXF,iShares Trust iShares ESG Advanced MSCI USA ETF,NASDAQ,us_equity,active,True,True,True,True,True
UTHR,United Therapeutics Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
UTMD,"Utah Medical Products, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
UTWO,"The RBB Fund, Inc. US Treasury 2 Year Note ETF",NASDAQ,us_equity,active,True,True,True,True,True
UVSP,Univest Financial Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VC,Visteon Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VCEL,Vericel Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
VCLT,Vanguard Long-Term Corporate Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
VCSH,Vanguard Short-Term Corporate Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
VCTR,"Victory Capital Holdings, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VCYT,"Veracyte, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VECO,Veeco Instruments Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VERA,"Vera Therapeutics, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VERI,"Veritone, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VERX,"Vertex, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VFLO,Victory Portfolios II VictoryShares Free Cash Flow ETF,NASDAQ,us_equity,active,True,True,True,True,True
VGIT,Vanguard Intermediate-Term Treasury ETF,NASDAQ,us_equity,active,True,True,True,True,True
VGLT,Vanguard Long-Term Treasury ETF,NASDAQ,us_equity,active,True,True,True,True,True
VGSH,Vanguard Short-Term Treasury ETF,NASDAQ,us_equity,active,True,True,True,True,True
VIAV,Viavi Solutions Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VICR,Vicor Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VIGI,Vanguard Whitehall Funds Vanguard International Dividend Appreciation ETF,NASDAQ,us_equity,active,True,True,True,True,True
VINP,Vinci Compass Investments Ltd. Class A Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
VIR,"Vir Biotechnology, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VITL,"Vital Farms, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VKTX,"Viking Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VLGEA,"Village Super Market, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VLY,Valley National Bancorp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VMBS,Vanguard Mortgage-Backed Securities ETF,NASDAQ,us_equity,active,True,True,True,True,True
VMD,"Viemed Healthcare, Inc. Common Shares",NASDAQ,us_equity,active,True,True,True,True,True
VNDA,Vanda Pharmaceuticals Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VNET,"VNET Group, Inc. American Depositary Shares",NASDAQ,us_equity,active,True,True,True,True,True
VNOM,"Viper Energy, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VNQI,Vanguard International Equity Index Funds Vanguard Global ex-U.S. Real Estate ETF,NASDAQ,us_equity,active,True,True,True,True,True
VOD,Vodafone Group Plc American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
VONE,Vanguard Scottsdale Funds Vanguard Russell 1000 ETF,NASDAQ,us_equity,active,True,True,True,True,True
VONG,Vanguard Scottsdale Funds Vanguard Russell 1000 Growth ETF,NASDAQ,us_equity,active,True,True,True,True,True
VONV,Vanguard Scottsdale Funds Vanguard Russell 1000 Value ETF,NASDAQ,us_equity,active,True,True,True,True,True
VRDN,"Viridian Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VREX,Varex Imaging Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VRIG,Invesco Actively Managed Exchange-Traded Fund Trust Invesco Variable Rate Investment Grade ETF,NASDAQ,us_equity,active,True,True,True,True,True
VRNS,"Varonis Systems, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VRNT,Verint Systems Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VRRM,Verra Mobility Corporation Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VRSK,"Verisk Analytics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VRSN,"VeriSign, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VSAT,"ViaSat, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VSEC,VSE Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VTC,Vanguard Scottsdale Funds Vanguard Total Corporate Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
VTHR,Vanguard Scottsdale Funds Vanguard Russell 3000 ETF,NASDAQ,us_equity,active,True,True,True,True,True
VTIP,Vanguard Malvern Funds Vanguard Short-Term Inflation-Protected Securities Index Fund ETF Shares,NASDAQ,us_equity,active,True,True,True,True,True
VTRS,Viatris Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
VTWG,Vanguard Scottsdale Funds Vanguard Russell 2000 Growth ETF,NASDAQ,us_equity,active,True,True,True,True,True
VTWO,Vanguard Scottsdale Funds Vanguard Russell 2000 ETF,NASDAQ,us_equity,active,True,True,True,True,True
VTWV,Vanguard Scottsdale Funds Vanguard Russell 2000 Value ETF,NASDAQ,us_equity,active,True,True,True,True,True
VTYX,"Ventyx Biosciences, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VWOB,Vanguard Whitehall Funds Vanguard Emerging Markets Government Bond ETF,NASDAQ,us_equity,active,True,True,True,True,True
VXUS,Vanguard STAR Funds Vanguard Total International Stock ETF,NASDAQ,us_equity,active,True,True,True,True,True
VYGR,"Voyager Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
VYMI,Vanguard Whitehall Funds Vanguard International High Dividend Yield ETF,NASDAQ,us_equity,active,True,True,True,True,True
WABC,Westamerica Bancorporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WAFD,"WaFd, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WASH,"Washington Trust Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WAY,Waystar Holding Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WB,Weibo Corporation American Depositary Share,NASDAQ,us_equity,active,True,True,True,True,True
WBD,"Warner Bros. Discovery, Inc. Series A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WBTN,WEBTOON Entertainment Inc. Common stock,NASDAQ,us_equity,active,True,True,True,True,True
WDAY,"Workday, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WDC,Western Digital Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WDFC,WD-40 Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WEN,Wendy's Company (The) Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WERN,"Werner Enterprises, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WEST,Westrock Coffee Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WFRD,Weatherford International plc Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
WGS,GeneDx Holdings Corp. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WHWK,"Whitehawk Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WINA,Winmark Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WING,Wingstop Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WIX,Wix.com Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
WLDN,"Willdan Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WLFC,Willis Lease Finance Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WMG,Warner Music Group Corp. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WOOF,"Petco Health and Wellness Company, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WRD,WeRide Inc. American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
WRLD,World Acceptance Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WSBC,"WesBanco, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WSBF,"Waterstone Financial, Inc. Common Stock (MD)",NASDAQ,us_equity,active,True,True,True,True,True
WSC,WillScot Holdings Corporation Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WSFS,WSFS Financial Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WTBA,West Bancorporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WTFC,Wintrust Financial Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
WULF,TeraWulf Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
WVE,Wave Life Sciences Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
WWD,"Woodward, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
WYNN,"Wynn Resorts, Limited Common stock",NASDAQ,us_equity,active,True,True,True,True,True
XBIL,"The RBB Fund, Inc. US Treasury 6 Month Bill ETF",NASDAQ,us_equity,active,True,True,True,True,True
XEL,Xcel Energy Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
XENE,Xenon Pharmaceuticals Inc. Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
XERS,"Xeris Biopharma Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
XMTR,"Xometry, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
